Role,Industry,Skills,Specialisation,Job Function
Courier/ Transit Centre - Executive/ Manager,Logistics/Freight Forward/Distribution/Courier,"PACKING , Dispatch , Inventory Control , Supply Chain , software engineer",Couriers,Materials/Logistics/Supply Chain Mgmt/Procurement
Other Packaging,Printing/Packaging,"Good Packing , Work From Home JObs , Packing Jobs",Packaging,Production/Manufacturing/Maintenance/Packaging
"Software Developer/ Programmer, ERP, CRM Functional Consultant, ERP, CRM Technical Consultant, Software Testing Engineer/ Test Automation Engineer",IT-Software,"be , btech , mca , mcs , graduate , mba , bcom , bcs , Ahmednagar , Akola , Amravati , Aurangabad , Buldhana , maharashtra","Application Programming,ERP/CRM,Quality Assurance/Testing,Software Engineer",IT Software : Software Products & Services
"Software Quality Assurance Engineer, Software Testing Engineer/ Test Automation Engineer",IT-Software,"fresher , pune , maharashtra , BE , E&TC , mechanical , Engineering , mca , bca , bcs , mcs , electronics , Telecommunications , java , testing , engineer , support , bpo , kpo",Quality Assurance/Testing,IT Software : Software Products & Services
Lecturer/ Professor/ Reader,"Educational/Training,  IT-Software","KNOWLEDGE OF PROGRAMMING KNOELEDGE - JAVA , PYTHON , IOT , DATA ANALYTICS","Lecturer/Professor,Teacher",Teaching/Education
"ERP, CRM Functional Consultant, ERP, CRM Support Engineer",IT-Software,"human resources , hr , payroll , Human Resource Management , Appraisal , Hr Mgmt",ERP/CRM,IT Software : Software Products & Services
"ERP, CRM Functional Consultant, ERP, CRM Support Engineer",IT-Software,"finance , Banking , Retail Banking , Core Banking , Finacle , Banking Domain",ERP/CRM,IT Software : Software Products & Services
"ERP, CRM Functional Consultant, ERP, CRM Technical Consultant, ERP, CRM Support Engineer",IT-Software,"sap , erp , crm , fresher , engineer , mba , be , btech , graduate , sales , marketing , finance , Stores Inventory , production , logistics , supply chain , human resources , abap , programmer","ERP/CRM,Quality Assurance/Testing,Software Engineer",IT Software : Software Products & Services
"Database Administrator (DBA), Information Systems (MIS) - Manager, Product Manager, Software Developer/ Programmer","IT-Software,  Software Services","software engineer , software developer , java developer , business analyst , research associate , ASP .net c# SQL , Html , Css , Javascript , Php","Application Programming,Business/Systems Analysis,Database Administration (DBA),ERP/CRM",IT Software : Software Products & Services
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Auditing Manager, Commercial/ Compliance Control - Executive",Accounting-Tax/Consulting,"Audit , Tax , Accounting , Financial Products , finance  , Banking , Financial Services , Loans","Audit & Risk,Cost Accounting/ ICWA,Import/Export Accounting,Taxation",Accounting/Tax/Company Secretary/Audit
"Hardware Design Engineer, System Administrator, System Administrator, System Security Engineer","IT-Hardware/Networking,  IT-Software","network engineer , system administrator , desktop support engineer , system engineer , senior system engineer , technical support engineer , technical engineer","Hardware Design,Network Planning,Desktop Support,Network Administration","IT Hardware : Hardware Products & Services,IT Software : Software Products & Services"
"Database Administrator (DBA), Database Architect/ Designer, Database Architect/ Designer, Software Developer/ Programmer","IT-Software,  Software Services","oracle , Sql , MySQL Database , Javascript , Css , Html , Xml , Database Administration , Dba , oracle dba , oracle database administrator","Application Programming,Database Administration (DBA),Desktop Support",IT Software : Software Products & Services
"Configuration/ Release Manager, Product Manager, Software Developer/ Programmer, Fresher","IT-Software,  Software Services","PHP Developing , Javascript , Css , Html , Xml , Asp.net , CAD Application , sql , Java , php , Ajax , Jquery","Application Programming,Business/Systems Analysis,Client Server,Mobile",IT Software : Software Products & Services
Technical Support Associate (Voice),CRM/CallCentres/BPO/ITES/Med.Trans,Excellent Communication,Technical Process,Operations/Customer Service/Telecalling/Backend
"Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive",CRM/CallCentres/BPO/ITES/Med.Trans,"CCE , inbound , Customer Support , Customer care , BPO job's , Fresher's , Undergraduate , Customer service representative , TSO , TSE , Voice process , Day Shift , Rotational shifts",Voice Process - Both BPO Type,Operations/Customer Service/Telecalling/Backend
Sales Executive/ Officer,Financial Services/Stockbroking,"OUTBOUND CALLING , INTERNATIONAL CALLING PROCESS","Client Servicing,Corporate Sales",Sales/Business Development
"Intern, Fresher",IT-Software,"new , internship , flutter , dart","Internet/E-commerce,Mobile,flutter",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"ahmedabad , python , web , hiring","Internet/E-commerce,Mobile,core python",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"hiring , core python , internship","Application Programming,Internet/E-commerce,python",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"internship , spring , Advanced Java","Application Programming,Internet/E-commerce,core java",IT Software : Software Products & Services
Database Architect/ Designer,IT-Software,"internship  , Qa","Training,manual testing",IT Software : Software Products & Services
"Database Architect/ Designer, Intern",IT-Software,"internship , data science , Sql","Training,data science",IT Software : Software Products & Services
Administration Clerk,Consulting Services,A COMPLETE SETTLED JOB FOR REST OF YOUR LIFE,Administration,Administration
Administration Clerk,Consulting Services,Part time job good opportunity no age limit requirement,Administration,Administration
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , tech sales , Telecalling , Voice , Voice Mail , bpo , kpo , Customer Care , Executive","Any Process - Domestic BPO Type,Any Process - International BPO Type,Non-Voice Process - Domestic BPO Type,Non-Voice Process - International BPO Type",Operations/Customer Service/Telecalling/Backend
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support - Asst. Team Lead/ Mentor (Voice), Technical Support - Asst. Team Lead/ Mentor (Non Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , kpo , Technical Support , technical support executive , executive , Tech sales , bpo","Any Process - Both BPO Type,Any Process - Domestic BPO Type,Blended Process - Domestic BPO Type,Blended Process - International BPO Type",Operations/Customer Service/Telecalling/Backend
Other Logistics,Others - rentale service provider,Hardworking,Distribution,Materials/Logistics/Supply Chain Mgmt/Procurement
Sales Executive/ Officer,Export/Import/Merchandising,"COMMUNICATION SKILLS , SALES , Support Strategy , EXECUTIVE",Corporate Sales,Sales/Business Development
Tour Management Executive,Hotel/Travel/Tourism/Airlines/Hospitality,"Tourism , Tourism Management , Tour Operation , Tour Operator , Travel Desk",Tour Planner,Ticketing/Reservation/Travel Agent/Airlines
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Finance Controller, Finance Manager","Accounting-Tax/Consulting,  Advertising/PR/Event Management","Executive , computer operator","Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Financial Analyst, Finance Controller","Accounting-Tax/Consulting,  Advertising/PR/Event Management","Mechanical Engineer , good communication , Team Management","Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
Telecalling/ Telemarketing/ Telesales - Executive,Biotechnology/Pharmaceutical/Medicine,"sales , Communication skills",Telemarketing,Operations/Customer Service/Telecalling/Backend
System Administrator,IT-Software,"Active Directory , DHCP , DNS , Networking , IT-Related issues , Outlook configuration , Problem solving skills , Printer support , Desktop support , Ticketing tools",Desktop Support,IT Software : Software Products & Services
"Database Administrator (DBA), Database Architect/ Designer, Database Architect/ Designer, Data Warehouse Developer","IT-Software,  Software Services","Data Warehousing , Etl , Informatica , Business Objects , Cognos , Data Stage , Teradata , Abinitio , Etl Tools , Data Modeling , Business Intelligence , Datawarehousing","Data Warehousing,Database Administration (DBA),Software Engineer",IT Software : Software Products & Services
"Bio/ Pharma Informatics - Research Associate, Pharmaceuticals - Research Analyst, Pharmacist/ Chemist, Management Trainee/ Trainee",Biotechnology/Pharmaceutical/Medicine,"Medical Representative , territory manager , area sales manager , marketing manager , marketing head , Medical Rep , Sales , sales executive , sales manager","Bio/Pharma Informatics,Pharmaceutical Research,Medical Rep.","Bio Tech/R&D/Scientist,Doctors/Nurses/Medical Professional"
"Database Administrator (DBA), Software Developer/ Programmer, System Integrator, Application Designer",IT-Software,"Software Developer , senior software engineer , software programmer , junior developer , Programmer , web developer , consultant","Application Programming,Database Administration (DBA),Desktop Support,Internet/E-commerce",IT Software : Software Products & Services
"Design Engineer - Chemical/ Process, Design Engineer - Civil/ Structural, Design Engineer - Electrical, Design Engineer - Mechanical","Automobiles/Auto Component/Auto Ancillary,  Engineering/Projects","Industrial , Manufacturing , Civil , Software Testing , Mechanical Metallurgy , Design , Electrical Design","Civil,Design,Mechanical,Production",Engg. project Mgmt./site Engg./Civil Engg.
"Media Buying - Executive/ Officer, Media Buying - Manager, Media Planning - Executive/ Officer, SEO/ Online Advertising - Executive/ Manager","Advertising/PR/Event Management,  Internet/Dot com/ISP","digital marketing , Ppc , Internet Marketing","Media Planning,Digital Marketing",Marketing/MR/Media Planning
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice",CRM/CallCentres/BPO/ITES/Med.Trans,Good communication skills,Blended Process - International BPO Type,Operations/Customer Service/Telecalling/Backend
"Sales Executive/ Officer, Telecalling/ Telemarketing/ Telesales - Executive",CRM/CallCentres/BPO/ITES/Med.Trans,"""Sales"" , ""Inside sales"" , ""Credit Sale"" , ""Loan Sale"" , ""Outbound Sale"" , ""Tele Caller"" , ""Sales Support""","Channel Sales,Telesales",Sales/Business Development
"Telecalling/ Telemarketing/ Telesales - Executive, Data Entry/ DTP/ Data Conversion - Operator, Process Associate, MIS Executive","Banking,  CRM/CallCentres/BPO/ITES/Med.Trans","be , Btech , ba , bcom , engineer , software engineer , network engineer , bhm , marketing , nurse , receptionist , freshers , housewives , students , bachelor , mSC , phd , graduate","Any Process - Both BPO Type,Telemarketing,Training,Training","Operations/Customer Service/Telecalling/Backend,IT Software : Software Products & Services"
"Intern, Fresher",IT-Software,"new , summer internship , ahmedabad","Internet/E-commerce,Mobile,summer",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"new , react js  , internship","Internet/E-commerce,Mobile,react js",IT Software : Software Products & Services
"Database Architect/ Designer, Intern",IT-Software,"new , full stack , internship","Training,full stack",IT Software : Software Products & Services
Database Architect/ Designer,IT-Software,"data analytics  , internship  , mumbai","Training,data anlaytics",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"internship , data analytics","Application Programming,Internet/E-commerce,data analytics",IT Software : Software Products & Services
